checkpoint;Install Packages from Snapshots on the Checkpoint Server for Reproducibility
checkr;Check the Properties of Common R Objects
cheddar;Analysis and Visualisation of Ecological Communities
cheese;Tools for Intuitive and Flexible Statistical Analysis Workflows
chemCal;Calibration Functions for Analytical Chemistry
chemmodlab;A Cheminformatics Modeling Laboratory for Fitting and Assessing Machine Learning Models
chemometrics;Multivariate Statistical Analysis in Chemometrics
ChemometricsWithR;Chemometrics with R - Multivariate Data Analysis in the Natural Sciences and Life Sciences
ChemoSpec;Exploratory Chemometrics for Spectroscopy
ChemoSpec2D;Exploratory Chemometrics for 2D Spectroscopy
ChemoSpecUtils;Functions Supporting Packages ChemoSpec and ChemoSpec2D
cherry;Multiple Testing Methods for Exploratory Research
CHFF;Closest History Flow Field Forecasting for Bivariate Time Series
chi;The Chi Distribution
chi2x3way;Partitioning Chi-Squared and Tau Index for Three-Way Contingency Tables
chicane;Capture Hi-C Analysis Engine
childesr;Accessing the 'CHILDES' Database
childhoodmortality;Calculating Childhood Mortality Rates
childsds;Data and Methods Around Reference Values in Pediatrics
ChillModels;Processing Chill and Heat Models for Temperate Fruit Trees
chillR;Statistical Methods for Phenology Analysis in Temperate Fruit Trees
chinese.misc;Miscellaneous Tools for Chinese Text Mining and More
chipPCR;Toolkit of Helper Functions to Pre-Process Amplification Data
ChIPtest;Nonparametric Methods for Identifying Differential Enrichment Regions with ChIP-Seq Data
chisq.posthoc.test;A Post Hoc Analysis for Pearson's Chi-Squared Test for Count Data
chk;Check User-Supplied Function Arguments
chlorpromazineR;Convert Antipsychotic Doses to Chlorpromazine Equivalents
CHMM;Coupled Hidden Markov Models
chngpt;Estimation and Hypothesis Testing for Threshold Regression
CHNOSZ;Thermodynamic Calculations and Diagrams for Geochemistry
ChocoLattes;Processing Data from Lattes CV Files
choiceDes;Design Functions for Choice Studies
ChoiceModelR;Choice Modeling in R
cholera;Amend, Augment and Aid Analysis of John Snow's Cholera Map
CholWishart;Cholesky Decomposition of the Wishart Distribution
choplump;Choplump tests
chopthin;The Chopthin Resampler
ChoR;Chordalysis R Package
chords;Estimation in Respondent Driven Samples
choroplethr;Simplify the Creation of Choropleth Maps in R
choroplethrAdmin1;Contains an Administrative-Level-1 Map of the World
choroplethrMaps;Contains Maps Used by the 'choroplethr' Package
chorrrds;Music Chords Extraction
chromer;Interface to Chromosome Counts Database API
chromoMap;Interactive Visualization and Mapping of Chromosomes
chromoR;Analysis of chromosomal interactions data (correction, segmentation and comparison)
chron;Chronological Objects which can Handle Dates and Times
CHsharp;Choi and Hall Style Data Sharpening
chunked;Chunkwise Text-File Processing for 'dplyr'
chunkR;Read Tables in Chunks
CIAAWconsensus;Isotope Ratio Meta-Analysis
CIEE;Estimating and Testing Direct Effects in Directed Acyclic Graphs using Estimating Equations
CIFsmry;Weighted summary of cumulative incidence functions
cifti;Toolbox for Connectivity Informatics Technology Initiative ('CIFTI') Files
CIM;Compositional Impact of Migration
cimir;Interface to the CIMIS Web API
cin;Causal Inference for Neuroscience
CINID;Curculionidae INstar IDentification
CINNA;Deciphering Central Informative Nodes in Network Analysis
cinterpolate;Interpolation From C
CIplot;Functions to Plot Confidence Interval
cir;Centered Isotonic Regression and Dose-Response Utilities
circglmbayes;Bayesian Analysis of a Circular GLM
circlize;Circular Visualization
CircMLE;Maximum Likelihood Analysis of Circular Data
CircNNTSR;Statistical Analysis of Circular Data using Nonnegative Trigonometric Sums (NNTS) Models
CircOutlier;Detection of Outliers in Circular-Circular Regression
CircSpaceTime;Spatial and Spatio-Temporal Bayesian Model for Circular Data
CircStats;"Circular Statistics, from ""Topics in Circular Statistics"" (2001)"
circular;Circular Statistics
CircularDDM;Circular Drift-Diffusion Model
circumplex;Analysis and Visualization of Circular Data
cIRT;Choice Item Response Theory
CISE;Common and Individual Structure Explained for Multiple Graphs
cit;Causal Inference Test
CITAN;CITation ANalysis Toolpack
citbcmst;CIT Breast Cancer Molecular SubTypes Prediction
citccmst;CIT Colon Cancer Molecular SubTypes Prediction
Cite;An RStudio Addin to Insert BibTex Citation in Rmarkdown Documents
citecorp;Client for the Open Citations Corpus
ciTools;Confidence or Prediction Intervals, Quantiles, and Probabilities for Statistical Models
citr;'RStudio' Add-in to Insert Markdown Citations
CityPlot;Visualization of structure and contents of a database
CityWaterBalance;Track Flows of Water Through an Urban System
ciuupi;Confidence Intervals Utilizing Uncertain Prior Information
civis;R Client for the 'Civis data science API'
CJAMP;Copula-Based Joint Analysis of Multiple Phenotypes
cjoint;AMCE Estimator for Conjoint Experiments
ckanr;Client for the Comprehensive Knowledge Archive Network ('CKAN') API
CKAT;Composite Kernel Association Test for Pharmacogenetics Studies
CKLRT;Composite Kernel Machine Regression Based on Likelihood Ratio Test
Ckmeans.1d.dp;Optimal, Fast, and Reproducible Univariate Clustering
CLA;Critical Line Algorithm in Pure R
Claddis;Measuring Morphological Diversity and Evolutionary Tempo
cladoRcpp;C++ Implementations of Phylogenetic Cladogenesis Calculations
clam;Classical Age-Depth Modelling of Cores from Deposits
clampSeg;Idealisation of Patch Clamp Recordings
ClamR;Time Series Modeling for Climate Change Proxies
clarifai;Access to Clarifai API
class;Functions for Classification
ClassComparison;"Classes and Methods for ""Class Comparison"" Problems on Microarrays"
ClassDiscovery;"Classes and Methods for ""Class Discovery"" with Microarrays or Proteomics"
classGraph;Construct Graphs of S4 Class Hierarchies
classifierplots;Generates a Visualization of Classifier Performance as a Grid of Diagnostic Plots
classifly;Explore classification models in high dimensions
classiFunc;Classification of Functional Data
classInt;Choose Univariate Class Intervals
classyfireR;R Interface to the ClassyFire RESTful API
cld2;Google's Compact Language Detector 2
cld3;Google's Compact Language Detector 3
clean;Fast and Easy Data Cleaning
CleanBSequences;Clean Biological Sequences
cleancall;C Resource Cleanup via Exit Handlers
cleandata;"To Inspect and Manipulate Data; and to Keep Track of This Process"
cleanEHR;The Critical Care Clinical Data Processing Tools
cleaner;Fast and Easy Data Cleaning
cleanerR;How to Handle your Missing Data
cleangeo;Cleaning Geometries from Spatial Objects
cleanNLP;A Tidy Data Model for Natural Language Processing
cleanr;Helps You to Code Cleaner
clere;Simultaneous Variables Clustering and Regression
clespr;Composite Likelihood Estimation for Spatial Data
clhs;Conditioned Latin Hypercube Sampling
cli;Helpers for Developing Command Line Interfaces
cliapp;Create Rich Command Line Applications
ClickClust;Model-Based Clustering of Categorical Sequences
ClickClustCont;Mixtures of Continuous Time Markov Models
clickR;Fix Data and Create Report Tables from Different Objects
clickstream;Analyzes Clickstreams Based on Markov Chains
clifro;Easily Download and Visualise Climate Data from CliFlo
CliftLRD;Complex-Valued Wavelet Lifting Estimators of the Hurst Exponent for Irregularly Sampled Time Series
clikcorr;Censoring Data and Likelihood-Based Correlation Estimation
climateStability;Estimating Climate Stability from Climate Model Data
climatol;Climate Tools (Series Homogenization and Derived Products)
climbeR;Calculate Average Minimal Depth of a Maximal Subtree for 'ranger' Package Forests
ClimClass;Climate Classification According to Several Indices
climdex.pcic;PCIC Implementation of Climdex Routines
ClimDown;Climate Downscaling Library for Daily Climate Model Output
clime;Constrained L1-minimization for Inverse (covariance) Matrix Estimation
climextRemes;Tools for Analyzing Climate Extremes
ClimInd;Climate Indices
ClimMobTools;Tools for Crowdsourcing Citizen Science in Agriculture
ClimProjDiags;Set of Tools to Compute Various Climate Indices
climwin;Climate Window Analysis
clinDR;Simulation and Analysis Tools for Clinical Dose Response Modeling
clinfun;Clinical Trial Design and Data Analysis Functions
ClinicalTrialSummary;Summary Measures for Clinical Trials with Survival Outcomes
clinPK;Clinical Pharmacokinetics Toolkit
ClinReport;Statistical Reporting for Scientific Publications, Epidemiological Studies and Clinical Trials
clinsig;Clinical Significance Functions
clinUtiDNA;Clinical Utility of DNA Testing
clipr;Read and Write from the System Clipboard
CliquePercolation;Clique Percolation for Networks
clisymbols;Unicode Symbols at the R Prompt
CLME;Constrained Inference for Linear Mixed Effects Models
clogitboost;Boosting Conditional Logit Model
clogitL1;Fitting Exact Conditional Logistic Regression with Lasso and Elastic Net Penalties
clogitLasso;Sparse Conditional Logistic Regression for Matched Studies
CloneSeeker;Seeking and Finding Clones in Copy Number and Sequencing Data
CLONETv2;Clonality Estimates in Tumor
clordr;Composite Likelihood Inference and Diagnostics for Replicated Spatial Ordinal Data
cloudml;Interface to the Google Cloud Machine Learning Platform
cloudSimplifieR;Fetch Data from Amazon AWS
cloudUtil;Cloud Utilization Plots
clpAPI;R Interface to C API of COIN-or Clp
clr;Curve Linear Regression via Dimension Reduction
clrdag;Constrained Likelihood Ratio Tests for a Directed Acyclic Graph
CLSOCP;A smoothing Newton method SOCP solver
clttools;Central Limit Theorem Experiments (Theoretical and Simulation)
clubSandwich;Cluster-Robust (Sandwich) Variance Estimators with Small-Sample Corrections
clue;Cluster Ensembles
ClueR;Cluster Evaluation
clues;Clustering Method Based on Local
cluscov;Clustered Covariate Regression
clusrank;Wilcoxon Rank Sum Test for Clustered Data
ClussCluster;Simultaneous Detection of Clusters and Cluster-Specific Genes in High-Throughput Transcriptome Data
clust.bin.pair;Statistical Methods for Analyzing Clustered Matched Pair Data
ClustBlock;Clustering of Datasets
clustcurv;Determining Groups in Multiples Curves
clustDRM;Clustering Dose-Response Curves and Fitting Appropriate Models to Them
clustEff;Clusters of Effects Curves in Quantile Regression Models
cluster;"""Finding Groups in Data"": Cluster Analysis Extended Rousseeuw et al."
cluster.datasets;Cluster Analysis Data Sets
Cluster.OBeu;Cluster Analysis 'OpenBudgets.eu'
ClusterBootstrap;Analyze Clustered Data with Generalized Linear Models using the Cluster Bootstrap
clusterCrit;Clustering Indices
clusteredinterference;Causal Effects from Observational Studies with Clustered Interference
ClusteredMutations;Location and Visualization of Clustered Somatic Mutations
clusterfly;Explore clustering interactively using R and GGobi
clusterGeneration;Random Cluster Generation (with Specified Degree of Separation)
clusterGenomics;Identifying clusters in genomics data by recursive partitioning
clusterhap;Clustering Genotypes in Haplotypes
clustering.sc.dp;Optimal Distance-Based Clustering for Multidimensional Data with Sequential Constraint
clusterlab;Flexible Gaussian Cluster Simulator
clustermq;Evaluate Function Calls on HPC Schedulers (LSF, SGE, SLURM, PBS/Torque)
clusternomics;Integrative Clustering for Heterogeneous Biomedical Datasets
clusternor;A Parallel Clustering Non-Uniform Memory Access ('NUMA') Optimized Package
clusterPower;Power Calculations for Cluster-Randomized and Cluster-Randomized Crossover Trials
ClusterR;Gaussian Mixture Models, K-Means, Mini-Batch-Kmeans, K-Medoids and Affinity Propagation Clustering
ClusterRankTest;Rank Tests for Clustered Data
clusterRepro;Reproducibility of Gene Expression Clusters
clusterSEs;Calculate Cluster-Robust p-Values and Confidence Intervals
clusterSim;Searching for Optimal Clustering Procedure for a Data Set
ClusterStability;Assessment of Stability of Individual Objects or Clusters in Partitioning Solutions
clustertend;Check the Clustering Tendency
clusteval;Evaluation of Clustering Algorithms
ClustGeo;Hierarchical Clustering with Spatial Constraints
ClustImpute;K-means clustering with build-in missing data imputation
clustMD;Model Based Clustering for Mixed Data
clustMixType;k-Prototypes Clustering for Mixed Variable-Type Data
ClustMMDD;Variable Selection in Clustering by Mixture Models for Discrete Data
ClustOfVar;Clustering of Variables
clustRcompaR;Easy Interface for Clustering a Set of Documents and Exploring Group- Based Patterns
clustrd;Methods for Joint Dimension Reduction and Clustering
clustree;Visualise Clusterings at Different Resolutions
clustringr;Cluster Strings by Edit-Distance
CLUSTShiny;Interactive Document for Working with Cluster Analysis
clustsig;Significant Cluster Analysis
ClustVarLV;Clustering of Variables Around Latent Variables
clustvarsel;Variable Selection for Gaussian Model-Based Clustering
ClusVis;Gaussian-Based Visualization of Gaussian and Non-Gaussian Model-Based Clustering
clv;Cluster Validation Techniques
clValid;Validation of Clustering Results
cmaes;Covariance Matrix Adapting Evolutionary Strategy
cmaesr;Covariance Matrix Adaptation Evolution Strategy
CMapViz;Representation Tool For Output Of Connectivity Map (CMap) Analysis
CMatching;Matching Algorithms for Causal Inference with Clustered Data
CMC;Cronbach-Mesbah Curve
cmce;Computer Model Calibration for Deterministic and Stochastic Simulators
cmenet;Bi-Level Selection of Conditional Main Effects
CMF;Collective matrix factorization
CMLS;Constrained Multivariate Least Squares
cmm;Categorical Marginal Models
cmmr;CEU Mass Mediator RESTful API
cmna;Computational Methods for Numerical Analysis
cmocean;Beautiful Colour Maps for Oceanography
CMPControl;Control Charts for Conway-Maxwell-Poisson Distribution
CMplot;Circle Manhattan Plot
cmpprocess;Flexible Modeling of Count Processes
cmprsk;Subdistribution Analysis of Competing Risks
cmprskQR;Analysis of Competing Risks Using Quantile Regressions
cmrutils;Misc Functions of the Center for Mathematical Research
cmsaf;Tools for CM SAF NetCDF Data
CMShiny;Interactive Document for Working with Confusion Matrix
cmvnorm;The Complex Multivariate Gaussian Distribution
cna;Causal Modeling with Coincidence Analysis
cnaOpt;Optimizing Consistency and Coverage in Configurational Causal Modeling
cnbdistr;Conditional Negative Binomial Distribution
cncaGUI;Canonical Non-Symmetrical Correspondence Analysis in R
CNLTreg;Complex-Valued Wavelet Lifting for Signal Denoising
CNLTtsa;Complex-Valued Wavelet Lifting for Univariate and Bivariate Time Series Analysis
cnmlcd;Maximum Likelihood Estimation of a Log-Concave Density Function
CNOGpro;Copy Numbers of Genes in prokaryotes
cNORM;Continuous Norming
CNprep;Pre-process DNA Copy Number (CN) Data for Detection of CN Events
CNull;Fast Algorithms for Frequency-Preserving Null Models in Ecology
CNVScope;A Versatile Toolkit for Copy Number Variation Relationship Data Analysis and Visualization
coala;A Framework for Coalescent Simulation
coalescentMCMC;MCMC Algorithms for the Coalescent
coalitions;"Bayesian ""Now-Cast"" Estimation of Event Probabilities in Multi-Party Democracies"
coarseDataTools;Analysis of Coarsely Observed Data
cobalt;Covariate Balance Tables and Plots
cobiclust;Biclustering via Latent Block Model Adapted to Overdispersed Count Data
COBRA;Nonlinear Aggregation of Predictors
cobs;Constrained B-Splines (Sparse Matrix Based)
cocktailApp;'shiny' App to Discover Cocktails
CoClust;Copula Based Cluster Analysis
COCONUT;COmbat CO-Normalization Using conTrols (COCONUT)
cocor;Comparing Correlations
cocoreg;Extract Shared Variation in Collections of Data Sets Using Regression Models
cocorresp;Co-Correspondence Analysis Methods
cocron;Statistical Comparisons of Two or more Alpha Coefficients
coda;Output Analysis and Diagnostics for MCMC
coda.base;A Basic Set of Functions for Compositional Data Analysis
codadiags;"Markov chain Monte Carlo burn-in based on ""bridge"" statistics"
CodataGS;Genomic Prediction Using SNP Codata
cOde;Automated C Code Generation for 'deSolve', 'bvpSolve'
CodeDepends;Analysis of R Code for Reproducible Research and Code Comprehension
codemetar;Generate 'CodeMeta' Metadata for R Packages
codep;Multiscale Codependence Analysis
codetools;Code Analysis Tools for R
codified;Produce Standard/Formalized Demographics Tables
CoDiNA;Co-Expression Differential Network Analysis
codingMatrices;Alternative Factor Coding Matrices for Linear Model Formulae
codyn;Community Dynamics Metrics
coefficientalpha;Robust Coefficient Alpha and Omega with Missing and Non-Normal Data
coefplot;Plots Coefficients from Fitted Models
coenocliner;Coenocline Simulation
coenoflex;Gradient-Based Coenospace Vegetation Simulator
coexist;Species coexistence modeling and analysis
cofad;Contrast Analyses for Factorial Designs
cofeatureR;Generate Cofeature Matrices
CoFRA;Complete Functional Regulation Analysis
coga;Convolution of Gamma Distributions
cogmapr;Cognitive Mapping Tools Based on Coding of Textual Sources
cohorttools;Cohort Data Analyses
coil;Contextualization and Evaluation of COI-5P Barcode Data
CoImp;Copula Based Imputation Method
coin;Conditional Inference Procedures in a Permutation Test Framework
coindeskr;Access 'CoinDesk' Bitcoin Price Index API
coinmarketcapr;Get 'Cryptocurrencies' Market Cap Prices from Coin Market Cap
CoinMinD;Simultaneous Confidence Interval for Multinomial Proportion
Coinprofile;Coincident Profile
cointmonitoR;Consistent Monitoring of Stationarity and Cointegrating Relationships
cointReg;Parameter Estimation and Inference in a Cointegrating Regression
cold;Count Longitudinal Data
colf;Constrained Optimization on Linear Function
CollapsABEL;Generalized CDH (GCDH) Analysis
CollapseLevels;Collapses Levels, Computes Information Value and WoE
collapsibleTree;Interactive Collapsible Tree Diagrams using 'D3.js'
collateral;Quickly Evaluate Captured Side Effects
collectArgs;Quickly and Neatly Collect Arguments from One Environment to Pass to Another
collections;High Performance Container Data Types
CollessLike;Distribution and Percentile of Sackin, Cophenetic and Colless-Like Balance Indices of Phylogenetic Trees
collidr;Check for Namespace Collisions with Other Packages and Functions on CRAN
CollocInfer;Collocation Inference for Dynamic Systems
collpcm;Collapsed Latent Position Cluster Model for Social Networks
collUtils;Auxiliary Package for Package 'CollapsABEL'
colmozzie;Dengue Cases and Climate Variables in Colombo Sri Lanka
coloc;Colocalisation Tests of Two Genetic Traits
colocalization;Normalized Spatial Intensity Correlation
colocalized;Clusters of Colocalized Sequences
colocr;Conduct Co-Localization Analysis of Fluorescence Microscopy Images
colordistance;Distance Metrics for Image Color Similarity
coloredICA;Implementation of Colored Independent Component Analysis and Spatial Colored Independent Component Analysis
colorednoise;Simulate Temporally Autocorrelated Populations
colorfindr;Extract Colors from Windows BMP, JPEG, PNG, TIFF, and SVG Format Images
colorfulVennPlot;Plot and add custom coloring to Venn diagrams for 2-dimensional, 3-dimensional and 4-dimensional data
colorhcplot;Colorful Hierarchical Clustering Dendrograms
colormap;Color Palettes using Colormaps Node Module
ColorPalette;Color Palettes Generator
colorpatch;Optimized Rendering of Fold Changes and Confidence Values
colorr;Color Palettes for EPL, MLB, NBA, NHL, and NFL Teams
colorRamps;Builds color tables
colorscience;Color Science Methods and Data
colorspace;A Toolbox for Manipulating and Assessing Colors and Palettes
colorSpec;Color Calculations with Emphasis on Spectral Data
colortools;Tools for colors in a Hue-Saturation-Value (HSV) color model
colourlovers;R Client for the COLOURlovers API
colourpicker;A Colour Picker Tool for Shiny and for Selecting Colours in Plots
colourvalues;Assigns Colours to Values
colourvision;Colour Vision Models
colr;Functions to Select and Rename Data
colt;Command-Line Color Themes
comat;Creates Co-Occurrence Matrices of Spatial Data
comato;Analysis of Concept Maps and Concept Landscapes
COMBAT;A Combined Association Test for Genes using Summary Statistics
COMBIA;Synergy/Antagonism Analyses of Drug Combinations
combinat;combinatorics utilities
CombinePortfolio;Estimation of Optimal Portfolio Weights by Combining Simple Portfolio Strategies
CombinePValue;Combine a Vector of Correlated p-values
CombinS;Construction Methods of some Series of PBIB Designs
combiter;Combinatorics Iterators
CombMSC;Combined Model Selection Criteria
comclim;Community Climate Statistics
cometExactTest;Exact Test from the Combinations of Mutually Exclusive Alterations (CoMEt) Algorithm
comf;Functions for Thermal Comfort Research
ComICS;Computational Methods for Immune Cell-Type Subsets
commandr;Command pattern in R
CommEcol;Community Ecology Analyses
commentr;Print Nicely Formatted Comments for Use in Script Files
CommonJavaJars;Useful Libraries for Building a Java Based GUI under R
commonmark;High Performance CommonMark and Github Markdown Rendering in R
commonsMath;JAR Files of the Apache Commons Mathematics Library
CommonTrend;Extract and plot common trends from a cointegration system. Calculate P-value for Johansen Statistics
CommT;Comparative Phylogeographic Analysis using the Community Tree Framework
CommunityCorrelogram;Ecological Community Correlogram
comorbidity;Computing Comorbidity Scores
Comp2ROC;Compare Two ROC Curves that Intersect
compactr;Creates empty plots with compact axis notation
compare;Comparing Objects for Differences
compareC;Compare Two Correlated C Indices with Right-censored Survival Outcome
CompareCausalNetworks;Interface to Diverse Estimation Methods of Causal Networks
compareDF;Do a Git Style Diff of the Rows Between Two Dataframes with Similar Structure
compareGroups;Descriptive Analysis by Groups
compareODM;comparison of medical forms in CDISC ODM format
comparer;Compare Output and Run Time
CompareTests;Correct for Verification Bias in Diagnostic Accuracy & Agreement
comparison;Multivariate likelihood ratio calculation and evaluation
compas;Conformational Manipulations of Protein Atomic Structures
compboost;C++ Implementation of Component-Wise Boosting
CompDist;Multisection Composite Distributions
compeir;Event-specific incidence rates for competing risks data
compendiumdb;Tools for Retrieval and Storage of Functional Genomics Data
comperank;Ranking Methods for Competition Results
comperes;Manage Competition Results
competitiontoolbox;A Graphical User Interface for Antitrust and Trade Practitioners
compHclust;Complementary Hierarchical Clustering
Compind;Composite Indicators Functions
completejourney;Retail Shopping Data
complexity;Calculate the Proportion of Permutations in Line with an Informative Hypothesis
complexplus;Functions of Complex or Real Variable
complmrob;Robust Linear Regression with Compositional Data as Covariates
CompLognormal;Functions for actuarial scientists
compoisson;Conway-Maxwell-Poisson Distribution
COMPoissonReg;Conway-Maxwell Poisson (COM-Poisson) Regression
Compositional;Compositional Data Analysis
compositions;Compositional Data Analysis
compound.Cox;Univariate Feature Selection and Compound Covariate for Predicting Survival
Compounding;Computing Continuous Distributions
CompQuadForm;Distribution Function of Quadratic Forms in Normal Variables
CompR;Paired Comparison Data Analysis
CompRandFld;Composite-Likelihood Based Analysis of Random Fields
comprehenr;List Comprehensions
compstatr;Tools for St. Louis Crime Data
compute.es;Compute Effect Sizes
comtradr;Interface with the United Nations Comtrade API
con2aqi;Calculate the AQI from Pollutant Concentration
Conake;Continuous Associated Kernel Estimation
concatenate;Human-Friendly Text from Unknown Strings
concaveman;A Very Fast 2D Concave Hull Algorithm
conclust;Pairwise Constraints Clustering
ConConPiWiFun;Optimisation with Continuous Convex Piecewise (Linear and Quadratic) Functions
concor;Concordance
concordance;Product Concordance
concreg;Concordance Regression
concurve;Computes and Plots Compatibility (Confidence) Intervals, P-Values, S-Values, & Likelihood Intervals to Form Consonance, Surprisal, & Likelihood Functions
cond;Approximate Conditional Inference for Logistic and Loglinear Models
condformat;Conditional Formatting in Data Frames
condGEE;Parameter estimation in conditional GEE for recurrent event gap times
CondIndTests;Nonlinear Conditional Independence Tests
condir;Computation of P Values and Bayes Factors for Conditioning Data
conditionz;Control How Many Times Conditions are Thrown
condMVNorm;Conditional Multivariate Normal Distribution
CONDOP;Condition-Dependent Operon Predictions
CondReg;Condition Number Regularized Covariance Estimation
condSURV;Estimation of the Conditional Survival Function for Ordered Multivariate Failure Time Data
condusco;Query-Driven Pipeline Execution and Query Templates
condvis;Conditional Visualization for Statistical Models
condvis2;Conditional Visualization for Statistical Models
coneproj;Primal or Dual Cone Projections with Routines for Constrained Regression
conf;Visualization and Analysis of Statistical Measures of Confidence
conf.design;Construction of factorial designs
confidence;Confidence Estimation of Environmental State Classifications
config;Manage Environment Specific Configuration Values
ConfigParser;Package to Parse an INI File, Including Variable Interpolation
configr;An Implementation of Parsing and Writing Configuration File (JSON/INI/YAML/TOML)
configural;Multivariate Profile Analysis
confinterpret;Descriptive Interpretations of Confidence Intervals
ConfIntVariance;Confidence Interval for the Univariate Population Variance without Normality Assumption
conflicted;An Alternative Conflict Resolution Strategy
conformalClassification;Transductive and Inductive Conformal Predictions for Classification Problems
ConfoundedMeta;Sensitivity Analyses for Unmeasured Confounding in Meta-Analyses
confoundr;Diagnostics for Confounding of Time-Varying and Other Joint Exposures
confreq;Configural Frequencies Analysis Using Log-Linear Modeling
confSAM;Estimates and Bounds for the False Discovery Proportion, by Permutation
congressbr;Downloads, Unpacks and Tidies Legislative Data from the Brazilian Federal Senate and Chamber of Deputies
CongreveLamsdell2016;Distance Metrics for Trees Generated by Congreve and Lamsdell
conicfit;Algorithms for Fitting Circles, Ellipses and Conics Based on the Work by Prof. Nikolai Chernov
conics;Plot Conics
Conigrave;Flexible Tools for Multiple Imputation
conjoint;An Implementation of Conjoint Analysis Method
ConjointChecks;A package to check the cancellation axioms of conjoint measurement
connections;Integrates with the 'RStudio' Connections Pane and 'pins'
ConnMatTools;Tools for Working with Connectivity Data
conover.test;Conover-Iman Test of Multiple Comparisons Using Rank Sums
conquestr;An R Front End for 'ACER ConQuest'
ConR;Computation of Parameters Used in Preliminary Assessment of Conservation Status
CONS;Consonance Analysis Module
ConSpline;Partial Linear Least-Squares Regression using Constrained Splines
ConsRank;Compute the Median Ranking(s) According to the Kemeny's Axiomatic Approach
constants;Reference on Constants, Units and Uncertainty
constellation;Identify Event Sequences Using Time Series Joins
constrainedKriging;Constrained, Covariance-Matching Constrained and Universal Point or Block Kriging
conStruct;Models Spatially Continuous and Discrete Population Genetic Structure
contact;Creating Contact and Social Networks
container;Deque, Set, and Dict - R6 Based Container Classes with Iterators
ContaminatedMixt;Clustering and Classification with the Contaminated Normal
contextual;Simulation and Analysis of Contextual Multi-Armed Bandit Policies
contfrac;Continued Fractions
conting;Bayesian Analysis of Contingency Tables
contoureR;Contouring of Non-Regular Three-Dimensional Data
ContourFunctions;Create Contour Plots from Data or a Function
contrast;A Collection of Contrast Methods
contribution;A Tiny Contribution Table Generator Based on 'ggplot2'
control;A Control Systems Toolbox
controlTest;Quantile Comparison for Two-Sample Right-Censored Survival Data
ConvergenceClubs;Finding Convergence Clubs
ConvergenceConcepts;Seeing Convergence Concepts in Action
convertGraph;Convert Graphical Files Format
convertr;Convert Between Units
convevol;Analysis of Convergent Evolution
convexjlr;Disciplined Convex Programming in R using 'Convex.jl'
convey;Income Concentration Analysis with Complex Survey Samples
convoSPAT;Convolution-Based Nonstationary Spatial Modeling
cooccur;Probabilistic Species Co-Occurrence Analysis in R
cooccurNet;Co-Occurrence Network
coop;Co-Operation: Fast Covariance, Correlation, and Cosine Similarity Operations
CoopGame;Important Concepts of Cooperative Game Theory
coopProductGame;Cooperative Aspects of Linear Production Programming Problems
cooptrees;Cooperative aspects of optimal trees in weighted graphs
CoordinateCleaner;Automated Cleaning of Occurrence Records from Biological Collections
copBasic;General Bivariate Copula Theory and Many Utility Functions
copCAR;Fitting the copCAR Regression Model for Discrete Areal Data
CopCTS;Copula-Based Semiparametric Analysis for Time Series Data with Detection Limits
cope;Coverage Probability Excursion (CoPE) Sets
coppeCosenzaR;COPPE-Cosenza Fuzzy Hierarchy Model
coprimary;Sample Size Calculation for Two Primary Time-to-Event Endpoints in Clinical Trials
cops;Cluster Optimized Proximity Scaling
copula;Multivariate Dependence with Copulas
Copula.Markov;Copula-Based Estimation and Statistical Process Control for Serially Correlated Time Series
Copula.Markov.survival;Copula Markov Model with Dependent Censoring
Copula.surv;Association Analysis of Bivariate Survival Data Based on Copulas
CopulaCenR;Copula-Based Regression Models for Bivariate Censored Data
copulaData;Data Sets for Copula Modeling
CopulaDTA;Copula Based Bivariate Beta-Binomial Model for Diagnostic Test Accuracy Studies
copulaedas;Estimation of Distribution Algorithms Based on Copulas
CopulaREMADA;Copula Mixed Models for Multivariate Meta-Analysis of Diagnostic Test Accuracy Studies
CopyDetect;Computing Response Similarity Indices for Multiple-Choice Tests
coRanking;Co-Ranking Matrix
Corbi;Collection of Rudimentary Bioinformatics Tools
CorBin;Generate High-Dimensional Binary Data with Correlation Structures
corclass;Correlational Class Analysis
cord;Community Estimation in G-Models via CORD
CorDiff;Set-Based Differential Covariance Testing for Genomics
cordillera;Calculation of the OPTICS Cordillera
CORE;Cores of Recurrent Events
coreCT;Programmatic Analysis of Sediment Cores Using Computed Tomography Imaging
CoreGx;Classes and Functions to Serve as the Basis for Other 'Gx' Packages
corehunter;Multi-Purpose Core Subset Selection
CORElearn;Classification, Regression and Feature Evaluation
coreNLP;Wrappers Around Stanford CoreNLP Tools
coreSim;Core Functionality for Simulating Quantities of Interest from Generalised Linear Models
coreTDT;TDT for compound heterozygous and recessive models
corHMM;Analysis of Binary Character Evolution
corkscrew;Preprocessor for Data Modeling
corlink;Record Linkage, Incorporating Imputation for Missing Agreement Patterns, and Modeling Correlation Patterns Between Fields
CORM;The Clustering of Regression Models Method
CornerstoneR;Collection of Scripts for Interface Between 'Cornerstone' and 'R'
cornet;Elastic Net with Dichotomised Outcomes
coroICA;Confounding Robust Independent Component Analysis for Noisy and Grouped Data
corpcor;Efficient Estimation of Covariance and (Partial) Correlation
corpora;Statistics and Data Sets for Corpus Frequency Data
CorporaCoCo;Corpora Co-Occurrence Comparison
